Label,Type,Tags,Description,Areas de trabajo,Campos de la nano,Direccion,Provincia,Ciudad,Empresas Incubadas,Image,Linkedin,Productos y/o servicios nano,Region,Servicios,Telefono,email,location,url,web
Laring S.A.,Empresa,Empresas|Empresa,"Laring es una empresa de raíz electroquímica. Desde sus inicios, su principal objetivo fue el de llevar la avanzada en la investigación, el desarrollo, y la puesta en marcha de nuevas tecnologías para el tratamiento de superficies; manifestando una marcada vocación de para el desarrollo de la industria nacional.
La innovación tecnológica, la responsabilidad social, la sustentabilidad ambiental y un decidido compromiso en búsqueda de la excelencia para la implementación de sus procesos son las premisas que nos guían.
Nuestros productos y servicios se ajustan a las normativas internacionales de calidad y cuidado responsable del medioambiente.","INDUSTRIAS:
- Automotriz
- Metalúrgica
- Siderúrgica
- Oil & Gas
- Química
- Aeroespacial
- Marítima
- Recubrimientos
- Construcción
- Envases
PRODUCTOS:
- Pretratamientos
- Galvanotecnia
- Anodizados
- Pinturas
- Refrigerantes
- Sellantes
- Equipos
- Materias Primas",,Zuviria 5381 - (C1439BDU) Ciudad Autónoma de Buenos Aires - Argentina,CABA,CABA,,https://s3.amazonaws.com/cloud.kumu.io/accounts/263368/248108/26052618-4642-42f3-9b92-f53247cb5ef0.png,,,,,(54 11) 4638 7900,ventas@laring.com,Zuviria 5381 - (C1439BDU) Ciudad Autónoma de Buenos Aires - Argentina,www.laring.com,
Rust-Oleum,Empresa,Empresas|Empresa,"Rust-Oleum es un fabricante de pinturas y revestimientos protectores para uso doméstico e industrial.
Su propósito es crear valor para sus clientes y consumidores a través de una comprensión profunda de sus necesidades brindándoles la mejor solución mediante su “House of Brands” llena de productos y servicios que se destacan por su calidad superior e innovación permanente.
Ofrecen a sus consumidores un mix de productos únicos, premium y de calidad que simplifican la tarea y optimizan el tiempo de sus proyectos.",,,"Av. Sucre 1918 1° Piso, San Isidro, Buenos Aires, Argentina",Buenos Aires,San Isidro,,https://s3.amazonaws.com/cloud.kumu.io/accounts/263368/248108/40b16889-413c-4a1a-9a35-1bf4acc516ca.png,,,,"- Pinturas para pequeños proyectos: línea de pinturas con todo tipo de acabados para sus pequeños proyectos.

- Cuidados de la madera: redescubre la belleza de la madera. Soluciones para maderas de interior y exterior.

- Imprimantes y especialidades: productos para preparación de superficies, terminaciones y anti humedad y moho.

- Artesanía y hobby: pinturas de alta calidad y fáciles de usar para todos sus pasatiempos favoritos.

- Automotriz: mantenimiento, reparación y personalización de automóviles, motocicletas y otros vehículos.",,atencionalcliente@rustoleum.com,"Av. Sucre 1918 1° Piso, San Isidro, Buenos Aires, Argentina",www.rustoleumla.com,
Beneficial Germs SA,Empresa,,,,,Ruta Provincial N° 24 6502|Moreno|provincia de Buenos Aires,Buenos Aires,Moreno,,https://s3.amazonaws.com/cloud.kumu.io/accounts/262898/248108/814f4e61-2053-4479-8ecb-96f8a544eef1.jpg,,,,,,,"-34.533810199905716, -58.835681063588105",,
Inmunova,Empresa,Ecosistema FAN|Empresas|Empresa|Incubadora,"Inmunova es una compañía biotecnológica argentina especializada en la investigación, diseño y desarrollo de una nueva generación de medicamentos innovadores, destinados a brindar respuestas terapéuticas a enfermedades poco frecuentes y para las que aún no existe ningún tratamiento disponible.

Nuestra plataforma tecnológica Inmuno MultiCarrier (IMC®) permite la presentación de múltiples antígenos y obtener una fuerte respuesta inmune, utilizándose para el diseño de vacunas recombinantes y anticuerpos terapéuticos.

Mediante ingeniería de proteínas, desarrollamos un medicamento innovador con el potencial de transformarse en el primer tratamiento en el mundo para evitar la progresión del síndrome urémico hemolítico (SUH), una enfermedad grave asociada a la ingesta de alimentos contaminados. En la actualidad se está evaluando en un estudio clínico de Fase II/III. Además, contamos con proyectos en investigación que incluyen un antisuero para el hantavirus, nuevas terapias de inmunomodulación en cáncer y desarr...","Síndrome Urémico Hemolítico

Junto al Instituto de Medicina Experimental –dependiente de la Academia Nacional de Medicina y el CONICET– desarrollamos un medicamento biológico innovador con potencial de transformarse en el primer tratamiento para bloquear la toxina Shiga (Stx) y evitar la progresión al SUH.
Teniendo en cuenta las ventajas de IMC® –la tecnología para la presentación de antígenos de Inmunova– y la capacidad potencial de la subunidad B de la toxina Shiga (StxB) para inducir anticuerpos que previenen la toxicidad de Stx, se diseñó un nuevo inmunógeno insertando StxB en la plataforma IMC®. La quimera resultante (IMC®-Stx) demostró una fuerte capacidad para inducir anticuerpos neutralizantes contra Stx en forma duradera. Basados en los excelentes resultados, Inmunova diseñó un producto innovador que puede convertirse en el primer medicamento disponible para prevenir el desarrollo de esta grave enfermedad.
Hantavirus

Capitalizando la experiencia con el medicamento biológico con potencial de evi...",,25 de mayo 1021 - (1650) San Martín - Buenos Aires - Argentina,Buenos Aires,San Martín,,https://s3.amazonaws.com/cloud.kumu.io/accounts/261918/248108/d7025484-37c9-41da-896f-ddf9fe92d506.png,,,,,(54 11) 2033 1455 int 6185,info@inmunova.com,"-34.58179767985762, -58.52142725164978",http://inmunova.com/,
Apolo Biotech,Empresa,,"En APOLO Biotech desarrollamos tecnologías basadas en ARN, un enfoque excepcional libre de OGM que ofrece soluciones versátiles para impulsar la productividad al tiempo que conservamos y aprovechamos la amplia variedad de variedades locales.

A lo largo de los años, el control y manejo de las enfermedades de los cultivos se ha basado en gran medida en la aplicación de una amplia diversidad de pesticidas sintéticos, incluidos insecticidas, fungicidas y herbicidas; a pesar de los daños ambientales y de salud causados ​​por el uso extensivo y la exposición a estas sustancias químicas, como el resurgimiento de la población de plagas, el desarrollo de resistencia, organismos no objetivo y, por supuesto, riesgos potenciales para la salud de los agricultores, las poblaciones rurales y los consumidores. Por lo tanto, se necesita con urgencia el diseño de soluciones novedosas, sostenibles y ecológicas para la mejora de cultivos y el control de plagas.",,,Parque Tecnológico Litoral Centro|Santa Fe Capital|provincia de Santa Fe,Santa Fe,Santa Fe,,https://s3.amazonaws.com/cloud.kumu.io/accounts/262898/248108/c5964ee8-48f2-4246-92ba-a81eb47b07de.jpg,,,,,,,"-31.638676953571075, -60.667827842390984",,
Gisens Biotech,Empresa,Ecosistema FAN|Empresas|Empresa|Incubadora,"Nanotecnología aplicada a la ciencia médica
Hemos encontrado una forma de aprovechar el poder de la nanotecnología para llevar los diagnósticos portátiles al próximo siglo.
Equipo de desarrollo de alta calidad y vanguardia
Somos un equipo interdisciplinario, proactivo y creativo con un “know-how” de vanguardia en bioelectrónica.
Nuestra misión es dar forma al futuro revolucionando el campo de la medicina personalizada y los diagnósticos portátiles, impulsados ​​por la nanotecnología.","Biosensores
El módulo de detección es el corazón de nuestro dispositivo: la tecnología de vanguardia en estos biosensores los convierte en algunos de los más avanzados del mundo. Tienen una sensibilidad increíblemente alta, a un costo menor que los sensores actuales, y no requieren reactivos químicos ni calibración.
Módulo
El módulo de medición es el cerebro de nuestro dispositivo: este módulo tiene el tamaño de un teléfono inteligente, y será donde se inserte el sensor para la lectura de la señal.La tecnología multiprocesador permite un tiempo de respuesta extraordinariamente bajo, transfiriendo los resultados vía bluetooth en menos de 2 minutos.
App
La aplicación está diseñada para mostrar en un formato digital amigable, los resultados capturados por el biosensor y el lector electrónico. La aplicación también recopilará y almacenará datos anteriores, además de permitir la creación de informes detallados y gráficos para mostrar tendencias y variabilidad de resultados.",,Av. Corrientes 4547 2G|CABA|Argentina,CABA,CABA,,https://s3.amazonaws.com/cloud.kumu.io/accounts/263368/248108/1f94cb3b-865c-47ff-a1ce-0150f7496ea8.png,,,,,+54 9 11 3116- 5740,,Av. Corrientes 4547 2G CABA Argentina,www.gisensbiotech.com,
Nanocellu-ar,Empresa,,"Es una empresa de base científico - tecnológica, dedicada a la producción y comercialización de celulosa bacteriana con aplicaciones en medicina, cosmética, extracción de petróleo, alimentos, membranas acústicas y envases, entre otras.

Desde el año 2016, este emprendimiento utiliza las instalaciones de la compañía West Lubricantes S.A., ubicadas en el Parque Industrial La Cantábrica (Morón, provincia de Buenos Aires), para la fabricación y puesta a punto de su producto, que ha sido posible gracias a la participación de investigadores del Instituto de Tecnología en Polímeros y Nanotecnología (ITPN - CONICET - UBA).",,,Tres Arroyos 329|Haedo|Provincia de Buenos Aires,Buenos Aires,Haedo,,https://s3.amazonaws.com/cloud.kumu.io/accounts/262898/663353/5691aa80-a720-49a7-b9b5-4b0ce6429090.jpg,,"**Nanocelulosa bacteriana**: la celulosa bacteriana está compuesta por fibras de ancho nanométrico y longitud micrométrica constituyendo una red tridimensional con características que la hacen un material atractivo para numerosas aplicaciones.

Entre sus características, podemos citar fundamentalmente la alta pureza química, así como su origen natural y renovable, biodegradabilidad y biocompatibilidad, alta relación superficie/volumen, alta resistencia y rigidez, alta resistencia térmica (≈ 230ºC) y alto grado de comformabilidad, bajo coeficiente de expansión térmica y baja densidad.",,,11 4483 0240,teresagonella@westlubricantes.com.ar,"-34.64313176624532, -58.605121773010886",http://nanocelluar.com.ar/,
Plamic Biotech S.A.,Empresa,,"PLAMIC utiliza microfluidos para desarrollar y producir nanomedicinas, superando las importantes limitaciones de los métodos tradicionales. Nuestra tecnología utiliza microcanales que están diseñados lo suficientemente pequeños como para obtener un número de Reynolds bajo para los fluidos que contienen. Esto da como resultado un régimen laminar que permite un control preciso del movimiento del fluido en un chip que cabe en la palma de la mano.

Con la experiencia que tiene el equipo de PLAMIC tanto en microfluidos como en nanomedicinas, podemos obtener chips para formulaciones de nanomedicinas únicas. PLAMIC ha logrado conseguir nanomedicamentos reproducibles con calidad farmacéutica y, al mismo tiempo, accesibilidad para escalar su proceso de producción para satisfacer las demandas industriales.

Creemos que lograremos un avance histórico en la eficiencia y capacidad de la industria farmacéutica para desarrollar y producir nuevos productos. Estamos aquí para obtener más y mejores tratamientos para los pa...",,,Cabildo 480|General Pacheco|provincia de Buenos Aires,Buenos Aires,General Pacheco,,https://s3.amazonaws.com/cloud.kumu.io/accounts/262898/248108/0fd783cf-fcc5-4cf9-b48f-036c37600a4c.jpeg,,,,,,,"-34.461663706155306, -58.62485176196741",,
Zev Biotech,Empresa,Ecosistema FAN|Empresas|Empresa|Incubadora,"ZEV Biotech es una empresa Argentina de base científica que desarrolló una Plataforma Genómica para el diagnóstico molecular.
Empresa biotecnológica enfocada en el estudio del ADN con fines de diagnóstico clínico. En sus laboratorios instalados en el Espacio FAN de la Fundación Argentina de Nanotecnología, desarrolló la plataforma IRIS, destinada a cumplir con las necesidades propias de nuestro sistema de salud: fácil implementación, insumos más económicos y permite trabajar con cantidades reducidas de muestras.
Su misión es desarrollar, producir y comercializar kits de diagnóstico molecular para laboratorios de análisis clínicos, hospitales, clínicas y centros de salud tanto públicos como privados de países emergentes.
Mediante el diagnóstico molecular hoy es posible predecir, diagnosticar y/o evaluar el tratamiento de enfermedades con mayor grado de certeza, de forma más rápida y personalizada. Por este motivo, el diagnóstico molecular es una práctica cada vez más utilizada tanto en el campo de la salud ...",,,Av. 25 de Mayo 1021|Villa Lynch|Provincia de Buenos Aires,Buenos Aires,Villa Lynch,,https://s3.amazonaws.com/cloud.kumu.io/accounts/261918/248108/1a4e0ced-7637-44bc-841d-9628bfbca392.jpg,,,,,,,"-34.58163348904432, -58.5213176790256",,
Adaltium,Empresa,Empresas|Empresa,"Adaltium produce insumos funcionales para recubrimientos.

Valor agregado a la función decorativa o de protección, en la forma de cargas o aditivos nano-estructurados, aportan capacidad bactericida, anticorrosiva, superhidrofóbicos, electroconductivos, antirreflejo, entre otros.
Es una empresa de innovación tecnológica en la producción de insumos para la industria de pinturas, adhesivos y tintas. Trabaja en equipo con y para sus clientes. Invierten en investigación y desarrollo,
Agregan valor con RRHH argentinos, producen cuidando el medio ambiente, con calidad y trazabilidad.","Contamos con dos áreas generales, una orientada a **nano recubrimientos** como es el caso de *NanoCoating BK*, que son cargas minerales recubiertas con nano Plata y nano Cobre. Estos productos se orientan a recubrimientos funcionales, principalmente con acción biocida en general, bactericida, fungicida, alguicida.

Luego tenemos el área de **nano partículas** para usos industriales en forma directa como tales, con aplicación en saneamiento ambiental, descontaminación y aditivos especiales para industria de la construcción y la petrolera.",,"Aristóbulo del Valle 229 (C1160ADE), CABA, Argentina.",CABA,CABA,,https://s3.amazonaws.com/cloud.kumu.io/accounts/261918/248108/b0a80942-3c86-433b-b1ae-a6746ab5a816.png,,"**CARGAS BACTERICIDAS NANO-RECUBIERTAS**

Presentamos un nuevo concepto en cargas bactericidas para pinturas al látex, NanoCoating BK (bacteria killer). Se trata de carbonato de calcio nano-recubierto, un avance logrado mediante nanotecnología. El proceso de elaboración aplica una fina capa protectora contra bacterias.
El nano-recubrimiento de carbonato de calcio brinda a la pintura la capacidad de eliminar las bacterias y microbios, tanto mientras se encuentra en la lata como una vez aplicada, efecto que permanece en la superficie durante su vida útil. Evita la transferencia de enfermedades y su contagio a través del contacto repetido con la superficie pintada.
El producto es elaborado con tecnología INTI (*), ha sido probado con éxito en el Hospital del Tórax Dr. Antonio Cetrángolo en Florida. El proceso de fabricación permite una distribución homogénea del nano-recubrimiento en la carga. Éste no se degrada una vez aplicada la pintura y no es tóxico para el ser humano.
El proceso de modificación del carb...",,,,info@adaltium.com,"Aristóbulo del Valle 229 (C1160ADE), CABA, Argentina.",www.adaltium.com,
NanoInGreen,Empresa,,"NanoInGreen es una empresa de síntesis verde que, a través de la fermentación de precisión, busca sintetizar nanonutrientes funcionales para productos de origen vegetal, con el fin de mejorar la calidad de la nutrición, ayudando a crear alimentos deliciosos y saludables.

Nuestro producto son minerales de tamaño nanométrico como el hierro, el zinc o el selenio. Las principales características de éstos es que son producidos por bacterias lácticas probióticas a través de un proceso de fermentación de precisión donde estas bacterias aportan diferentes ventajas únicas como: rápida absorción, alta biodisponibilidad, alta solubilidad, ecológicos y no tóxicos para el consumo.",,,Av. 32 538|La Plata|provincia de Buenos Aires,Buenos Aires,La Plata,,https://s3.amazonaws.com/cloud.kumu.io/accounts/262898/248108/83caffc3-2424-47aa-ac13-b72c8ae08081.png,https://www.linkedin.com/company/nanoingreen,,,,,,"-34.89937621112205, -57.96741572204049",,
Nanomix S.A.,Empresa,,"Somos una empresa Argentina que forma parte de la siguiente generación en ciencia, tecnología e innovación. Estamos comprometidos y dedicados a desarrollar productos agrícolas para un mundo más eficiente en cuanto a consumo de recursos y energía.

Basados en la afirmación de “cuanto mas pequeña es la partícula, mas rápida es la asimilación del nutriente por la planta” desarrollamos una formulación combinada con un proceso para producir suspensiones minerales de alta pureza y calidad en tamaños ultrafinos.

Aprovechando las propiedades únicas de los materiales en tamaño nanométricos: mayor cobertura en la superficie y superdifusion.",,,Caudillos Federales 1750|Villa María|provincia de Córdoba,Córdoba,Villa María,,https://s3.amazonaws.com/cloud.kumu.io/accounts/262898/248108/2d1af040-8c39-4839-81d0-4e154ab833f0.jpg,,,,,,,"-32.42355602497976, -63.21793558307036",https://www.nanomix.com.ar/index.php,
BIOL S.A.,Empresa,,"Somos una empresa nacional de capitales privados fundada en el año 1908 dedicada a la elaboración y comercialización de productos farmacéuticos. Desde nuestros orígenes nos hemos especializado en la elaboración de inyectables, semisólidos y productos biológicos.

Nuestro objetivo principal es contribuir a mejorar la calidad de vida de las personas brindando medicamentos eficaces y accesibles.",,,Dr. Dessy 351|Florencio Varela|provincia de Buenos Aires,Buenos Aires,Florencio Varela,,https://s3.amazonaws.com/cloud.kumu.io/accounts/262898/248108/b41cc117-94e8-4365-bf6b-c244cfdcf432.jpeg,,,,,,,"-34.8240774321823, -58.280905247868816",,
HMA 4 S.A.,Empresa,,Desde 1992 venimos desarrollando insumos de origen natural orientados a dar solución a los distintos problemas de nutrición y sanidad animal y vegetal mediante una mejor relación costo-beneficio.,,,Vito D. Sabia 3752|Lomas del Mirador|Provincia de Buenos Aires,Buenos Aires,Lomas del Mirador,,https://s3.amazonaws.com/cloud.kumu.io/accounts/262898/248108/c155fd1e-8929-47cc-b137-c6d614890638.png,,,,,,,"-34.66642534193155, -58.51422190227774",,
Bioseek S.R.L.,Empresa,,,,,Ruta Nacional N° 9|Km 280|Alvear|provincia de Santa Fe,Santa Fe,Alvear,,https://s3.amazonaws.com/cloud.kumu.io/accounts/262898/248108/114782dd-152f-4ac6-afde-e5457cfb2d27.png,,,,,,,"-33.07088895852551, -60.645720159308866",,
Oncoliq,Empresa,,"Somos una startup que está desarrollando un método de cribado para la detección precoz del cáncer basado en una biopsia líquida a partir de una pequeña muestra de sangre.

Nuestra tecnología se basa en la detección de microARN que se encuentran incrementados en la sangre de personas en estadios tempranos de desarrollo tumoral.

Para la identificación de estos biomarcadores estamos desarrollando un método de detección basado en biosensores moleculares ópticos. Este método de detección es escalable, de bajo costo, no tóxico y permitirá la detección de microARN en un laboratorio con equipo básico.",,,,,,,https://s3.amazonaws.com/cloud.kumu.io/accounts/262898/663353/f8081fb2-6abd-4cf7-bfc2-47e9bf678887.jpg,https://www.linkedin.com/company/oncoliq/,"**Test Oncoliq** es un kit de detección temprana para cánceres de mama y próstata; es un tipo de biopsia líquida que permite detectar precozmente el desarrollo de los tumores.

El kit Oncoliq permite analizar los MicroARN que están dentro de las células tumorales y en los fluidos como la sangre. Al tomarle una muestra de sangre a un persona, el kit permite hacer una detección temprana de la enfermedad.",,,,,"-34.596785503647276, -58.37718531657202",,
ARO S.A.,Empresa,Empresas|Empresa,"La empresa ARO S.A. brinda soluciones avanzadas a las necesidades presentes en el ámbito de la Ciencia, Técnica y Aseguramiento de la Calidad.

Proveen equipos y sistemas aplicados a la metrología dimensional, medición analí­tica, adquisición y procesamiento de datos, ensayos físicos y quí­micos para el control general e investigación de materiales.

- Soluciones para cada necesidad
- El mejor soporte técnico
- Atención comercial personalizada
- Asesoramiento técnico a su servicio",,,"Av. Belgrano 369 (C1092AAD), Buenos Aires, Argentina.",CABA,CABA,,https://s3.amazonaws.com/cloud.kumu.io/accounts/261918/663353/a4ac183f-0c89-4ae9-b95c-28e7778c1dfa.jpg,,,,"Ofrecen una amplia gama de Servicios para la Producción y el Control de la calidad.
- Puesta en marcha, capacitación y entrenamiento:
Se efectúa en todo el equipamiento que comercializamos (metrología, ensayos destructivos y no destructivos, etc.) garantizando el start up y la capacitación de los operadores para el correcto uso de los mismos. Emitimos Certificado de Capacitación.
- Reparaciones en nuestras instalaciones in situ:
Contamos con instrumental Certificado de última Generación para todo tipo de reparaciones de los equipos que comercializamos, y stock de repuestos originales garantizando las intervenciones.
Verificación y calibración: Equipos de Ultrasonido y Phased Array / Proyectores de Perfiles / Microscopios / Máquinas Universales de Ensayo de hasta 100Tn / Densímetros Nucleares.
- Mantenimiento predictivo en Espectrometría:
Este Servicio garantiza la duración y prestación del equipamiento. Se implementa un plan de acción in situ (cliente) que incluye revisión, verificación preventiva y cap...",+54 11 4331 4503 / +54 11 4331 3572,info@aroline.com.ar,"-34.612124632998565, -58.3714666452798",www.arowebsite.com,
Abalone Bio,Empresa,Empresa,"Es una compañía farmacéutica dedicada a la investigación y el desarrollo de **medicamentos** a base de **anticuerpos terapéuticos** para enfermedades inflamatorias, renales y distintos tipos de cánceres.

Esta empresa, utiliza la tecnología de sensores microbianos para aislar y desarrollar macromoléculas capaces de unirse y modificar específicamente a receptores presentes en células humanas, con el fin de lograr la cura de distintas enfermedades complejas.

Actualmente, está trabajando en un proyecto para desarrollar macromoléculas terapéuticas capaces de unirse a receptores celulares acoplados a la proteína G en células inmunes, con el objetivo de detectar y atacar zonas tumorales.

A su vez, se encuentra desarrollando una biblioteca de anticuerpos de dominio simple o **nanoanticuerpos** (nanobodies), por su particular tamaño a escala nanométrica. El hallazgo de nanoanticuerpos que pudieran activar receptores de interés es actualmente una de las metas principales de la empresa.

Los anticuerpos terapéuti...",Medicina y desarrollos farmacéuticos,,25 de Mayo 1021 Villa Lynch|San Martín|Buenos Aires,Buenos Aires,Villa Lynch,,https://s3.amazonaws.com/cloud.kumu.io/accounts/262898/663353/c51cae30-ebd8-40ff-87c9-de1a4bb01ed8.png,,"**Medicamentos** a base de anticuerpos terapéuticos para enfermedades inflamatorias, renales y distintos tipos de cánceres.|La plataforma **Functional Antibody Selection Technology (FAST)** es una herramienta para el monitoreo del funcionamiento de miles de anticuerpos a la vez.",,"Investigación y desarrollo de anticuerpos, fundamentalmente aquellos capaces de unirse a receptores celulares acoplados a la proteína G en células inmunes, con el objetivo de detectar y atacar zonas tumorales.",,info@abalonebio.com,"-34.581764331419215, -58.52100788391072",https://www.abalonebio.com/,
Woxa,Empresa,Empresa,"Somos una empresa, recientemente instalada en el Espacio de Innovación de la FAN, que ofrece **servicios de fabricación** a pymes, emprendedores y grupos de investigación que dispongan de desarrollos en etapa de prototipado en el **área biomédica**, con el objetivo de facilitar su llegada al mercado.

Para alojar a estos emprendimientos, contamos en nuestra planta de 84 m2 con dos salas de producción, una de depósito, una de control de calidad, otra de preparación de materiales y un espacio de acondicionamiento o envasado.

Nuestros procedimientos basados en buenas prácticas y la experiencia en desarrollo, validaciones, control de calidad y fabricación, le permitirá a los emprendedores y/o grupos de investigación en biomedicina o diagnóstico llegar más rápido y a menor costo con su producto al mercado.","bio y nanotecnología, biomedicina, diagnóstico",,25 de Mayo 1021 Villa Lynch|San Martín|Buenos Aires,Buenos Aires,Villa Lynch,,https://s3.amazonaws.com/cloud.kumu.io/accounts/262898/663353/a823a2e6-fde2-4653-9114-37dffc153379.jpg,,"En proceso de producir **hisopos nasofaríngeos** para test de diagnóstico, por medio de impresión 3D estereolitográfica, en asociación con la empresa Mirai 3D.",,"Servicios de desarrollo y fabricación de dispositivos médicos y productos para diagnóstico in vitro (IVD) a emprendedores, grupos de investigación y pymes en tecnología médica.",0221 - 15 613 5529,ezetab@gmail.com,"-34.581933818915054, -58.52100184894095",,
Enlace Molecular,Empresa,Ecosistema FAN|Empresa,"Somos una empresa que desarrolla **software** para la **gestión integral de datos** en la **industria farmacéutica**, con el objetivo de brindar soluciones informáticas que permitan digitalizar las tareas de **control de calidad** y **registro de operaciones de manufactura** en los **laboratorios** encargados de la producción de medicamentos y productos médicos.

Específicamente, desarrollamos **aplicaciones para entornos GxP**, empleables en el **monitoreo ambiental** y **análisis de aguas y gases** de **uso farmacéutico**. Contamos también con herramientas digitales para el registro de aspectos productivos y el control de calidad de productos biológicos, la validación de técnicas analíticas, ensayos de estabilidad de medicamentos de uso humano y validaciones de limpieza.

Contamos con una amplia experiencia ofreciendo soluciones a entornos que trabajan bajo normas ISO,GMP y GLP, entre otras y todos nuestros productos y desarrollos siguen los lineamientos de CFR 21 parte 11 e ISPE-GAMP5. Al mismo tiempo...","Software, Control de Calidad, Registro de Operaciones, Medicamentos, Productos Médicos",,25 de Mayo 1021 Villa Lynch|San Martín|Provincia de Buenos Aires,Buenos Aires,Villa Lynch,,https://s3.amazonaws.com/cloud.kumu.io/accounts/261918/248108/7fabe65a-7333-4270-a45d-ca6a31d0430f.png,https://www.linkedin.com/company/enlacemolecular/,"**SIMMA Ambiente®** es un software que permite la configuración completa de los procedimientos internos de monitoreo de aire, superficies, personal, equipos y gases en laboratorios de producción de medicamentos y productos médicos. Es una herramienta aplicable para la administración de tareas, datos y reportes de todas las actividades de monitoreo ambiental.|**SIMMA Aguas®** es un software que permite la configuración de todos los tipos de aguas de planta en laboratorios de producción de medicamentos y productos médicos: de red, pretatamiento, purificada, WFI tanto para parámetros microbiológicos como fisicoquímicos. Es una herramienta aplicable para la administración de tareas, datos y reportes de las actividades de análisis de aguas.|**emap®** es un software de gestión de abastecimiento y producción de productos farmacéuticos y médicos que permite el registro digital de todas las actividades en un laboratorio.",,"- Dasarrollo de software a medida para laboratorios según requerimientos específicos

- Servicios de consultoría para la mejora de procesos.

- Acceso al software como servicios (SaaS) a través de Hosting con calificación GxP (AWS).

- Soporte técnico y actualizaciones

- Capacitación integral",011 - 3677 6416,contacto@enlacemolecular.com.ar,"-34.54477158972914, -58.45309579292503",http://enlacemolecular.com.ar/,
Laboratorio de Hemoderivados - UNC,Empresa,,"Somos un Laboratorio Farmacéutico Público sin fines de lucro, perteneciente a la Universidad Nacional de Córdoba.

Nuestro rol social es clave en el sistema de salud del país y la región, mejoramos la accesibilidad de medicamentos estratégicos a toda la población, regulamos precios en el mercado y sustituimos importaciones de medicamentos de alto valor terapéutico.

Contamos con un modelo de gestión eficiente, transparente y sustentable de nuestros recursos, lo que nos permite autogestionarnos económica y financieramente en un 100%.",,,Av. Valparaíso s/n|Ciudad Universitaria|Córdoba Capital,Córdoba,Córdoba,,https://s3.amazonaws.com/cloud.kumu.io/accounts/262898/248108/635054e6-a4e0-4f33-9523-f39a6c63d447.png,,,,,,,"-31.439974273394213, -64.18639676850675",,
Tintte Argentina S.A.S.,Empresa,,,,,Urquiza 1220|Córdoba Capital|provincia de Córdoba,Córdoba,Córdoba,,,,,,,,,"-31.400241212817146, -64.18922508837066",,
Lipomize S.R.L.,Empresa,Empresas|Empresa,"Es una empresa especializada en el desarrollo de nano y micro trasportadores para la
industria farmacéutica, cosmética y el segmento nutracéutico.
Sus principales unidades de negocios son:
- Servicio de desarrollo y transferencia de formulaciones farmacéuticas.
- Desarrollo y fabricación de ingredientes dermo-cosméticos para la Industria
- Desarrollo y fabricación de suplementos dietarios bebibles

Localizada en el Parque Tecnológico del Litoral Centro, dentro del Predio CONICET en la
ciudad de Santa Fe, la empresa cuenta con laboratorio propio de I+D y con una Planta de
Producción donde se fabrican las formulaciones dermo-cosméticas y los productos
nutracéuticos, además de encontrarse estrechamente vinculada a los principales institutos
de CONICET y a la Universidad Nacional del Litoral.",,,"Ruta 168, Parque Tecnológico Litoral Centro - Santa Fe - Argentina",Santa Fe,Parque Tecnológico Litoral Centro,,https://s3.amazonaws.com/cloud.kumu.io/accounts/261918/248108/2ac89446-cebf-4755-aad2-a65c284424c1.jpg,,,,,"5,43425E+11",contacto@lipomize.store,"-31.63455088529189, -60.666927287719204",https://www.lipomize.store/,
Ecolysium,Empresa,,"Creamos una nueva generación de Bionsumos combinando biotecnología y nanotecnología con el fin de reducir el impacto de los agroquímicos.

Ecolysium es una startup de base tecnológica que busca crear soluciones biológicas para disminuir el uso de agroquímicos en la agricultura.

El grupo fundador combina experiencia en negocios, nanotecnología y microbiología para llevar soluciones innovadoras al mercado.

Nuestro objetivo es crear una nueva generación de bioinsumos que permitan revolucionar la agricultura y poder lograr una agricultura sostenible utilizando bacterias patagónicas y nanotecnología.",,,Ruta Nacional 259 Km 16.|Esquel|provincia de Chubut,Chubut,Esquel,,https://s3.amazonaws.com/cloud.kumu.io/accounts/262898/248108/59745ab8-d8c2-4dcb-ae60-7389d421132b.jpeg,,,,,,,"-42.93084873343389, -71.3637126193565",,
Diagramma S.A.,Empresa,,"DIAGRAMMA S.A es la primera compañía especializada en Latinoamérica que desarrolla y fabrica cultivos lácticos para la industria láctea y otros sectores de la alimentación. Estos microorganismos se emplean luego de la pasteurización de la leche y le dan al queso, yogurt y otros productos lácteos su textura, sabor y aroma específicos.

Además estos cultivos aceleran el proceso microbiológico, lo cual aumenta la productividad de los equipos y contrarresta el crecimiento de bacterias perjudiciales en los alimentos, prolongando su vida en la góndola.

La empresa también ha desarrollado cultivos para chacinados, los que mejoran el gusto de estos productos y reducen su tiempo de maduración. Recientemente se ha DIAGRAMMA S.A introducido en el sector de alimentación animal con un inoculante para ensilados Diasil, concentrado de bacterias que permite la rápida estabilización del silo.",,,Av. Las Baleares|Au Rosario - Sta Fe y|S3016 Santo Tomé|provincia de Santa Fe,Santa Fe,Santo Tomé,,https://s3.amazonaws.com/cloud.kumu.io/accounts/262898/248108/fa891bc8-3be6-40f4-9916-f6aff399228c.png,,,,,,,"-31.684675423791525, -60.80992661775116",,
